Index,Wastewater Treatment Plant,County,Date,Population Served,Viral Gene Copies Per Person,Viral Gene Copies/L
6608,South Durham,Durham,9/27/2023,108105,23661610,54059
6609,South Durham,Durham,9/23/2023,108105,34629006,89904
6610,South Durham,Durham,9/20/2023,108105,111702674,245389
6611,South Durham,Durham,9/16/2023,108105,51813333,123309
6612,South Durham,Durham,9/13/2023,108105,57120653,124525
6613,South Durham,Durham,9/9/2023,108105,81714982,194471
6614,South Durham,Durham,9/6/2023,108105,74667242,183826
6615,South Durham,Durham,9/2/2023,108105,53217293,112578
6616,South Durham,Durham,8/30/2023,108105,71392933,123568
6617,South Durham,Durham,8/26/2023,108105,18764080,46598
6618,South Durham,Durham,8/19/2023,108105,42787928,97756
6619,South Durham,Durham,8/16/2023,108105,24286508,58284
6620,South Durham,Durham,8/12/2023,108105,38907461,91077
6621,South Durham,Durham,8/9/2023,108105,55492257,132064
6622,South Durham,Durham,8/5/2023,108105,17289827,46147
6623,South Durham,Durham,8/2/2023,108105,57742380,147235
6624,South Durham,Durham,7/29/2023,108105,33216649,83948
6625,South Durham,Durham,7/26/2023,108105,24667701,60730
6626,South Durham,Durham,7/22/2023,108105,25269829,58199
6627,South Durham,Durham,7/19/2023,108105,25926558,60690
6628,South Durham,Durham,7/15/2023,108105,18045199,46013
6629,South Durham,Durham,7/12/2023,108105,6415844,15528
6630,South Durham,Durham,7/8/2023,108105,12172881,31319
6631,South Durham,Durham,7/5/2023,108105,4760138,12247
6632,South Durham,Durham,7/1/2023,108105,12640266,33118
6633,South Durham,Durham,6/28/2023,108105,347354,0
6634,South Durham,Durham,6/24/2023,108105,151893,0
6635,South Durham,Durham,6/17/2023,108105,2371277,6910
6636,South Durham,Durham,6/14/2023,108105,3464325,9513
6637,South Durham,Durham,6/10/2023,108105,213220,0
6638,South Durham,Durham,6/7/2023,108105,1492812,4022
6639,South Durham,Durham,6/3/2023,108105,2588076,6908
6640,South Durham,Durham,5/31/2023,108105,3063483,7742
6641,South Durham,Durham,5/27/2023,108105,1204883,3216
6642,South Durham,Durham,5/24/2023,108105,3935501,10407
6643,South Durham,Durham,5/20/2023,108105,1560245,4088
6644,South Durham,Durham,5/17/2023,108105,5480881,15498
6645,South Durham,Durham,5/13/2023,108105,4449822,12459
6646,South Durham,Durham,5/10/2023,108105,1659208,3916
6647,South Durham,Durham,5/6/2023,108105,8599824,19338
6648,South Durham,Durham,5/3/2023,108105,4995782,8543
6649,South Durham,Durham,4/29/2023,108105,2375849,7068
6650,South Durham,Durham,4/26/2023,108105,16095067,35088
6651,South Durham,Durham,4/22/2023,108105,975247,0
6652,South Durham,Durham,4/19/2023,108105,4330175,8648
6653,South Durham,Durham,4/15/2023,108105,2005778,4243
6654,South Durham,Durham,4/12/2023,108105,2597759,4496
6655,South Durham,Durham,4/8/2023,108105,13474339,32889
6656,South Durham,Durham,3/29/2023,108105,14300872,26520
6657,South Durham,Durham,3/25/2023,108105,5010784,11730
6658,South Durham,Durham,3/22/2023,108105,9521672,21581
6659,South Durham,Durham,3/18/2023,108105,10641639,25975
6660,South Durham,Durham,3/15/2023,108105,6591819,12806
6661,South Durham,Durham,3/11/2023,108105,8324678,19978
6662,South Durham,Durham,3/8/2023,108105,8582803,18855
6663,South Durham,Durham,3/4/2023,108105,7944546,13191
6664,South Durham,Durham,3/1/2023,108105,6739251,15906
6665,South Durham,Durham,2/25/2023,108105,9088737,21102
6666,South Durham,Durham,2/22/2023,108105,13587770,29850
6667,South Durham,Durham,2/18/2023,108105,33484472,70834
6668,South Durham,Durham,2/15/2023,108105,10824197,17972
6669,South Durham,Durham,2/11/2023,108105,39389450,93742
6670,South Durham,Durham,2/8/2023,108105,14587197,32294
6671,South Durham,Durham,2/4/2023,108105,16655232,29728
6672,South Durham,Durham,2/1/2023,108105,23870777,49044
6673,South Durham,Durham,1/28/2023,108105,48152909,78581
6674,South Durham,Durham,1/25/2023,108105,11239916,20709
6675,South Durham,Durham,1/21/2023,108105,30052719,69214
6676,South Durham,Durham,1/18/2023,108105,12560539,29163
6677,South Durham,Durham,1/14/2023,108105,31178460,71807
6678,South Durham,Durham,1/11/2023,108105,25932015,57858
6679,South Durham,Durham,1/7/2023,108105,48941298,114564
6680,South Durham,Durham,1/4/2023,108105,93312869,240078
6681,South Durham,Durham,12/31/2022,108105,64478973,177059
6682,South Durham,Durham,12/28/2022,108105,100340459,265330
6683,South Durham,Durham,12/21/2022,108105,14104705,35027
6684,South Durham,Durham,12/17/2022,108105,11732343,15025
6685,South Durham,Durham,12/14/2022,108105,28490742,68374
6686,South Durham,Durham,12/10/2022,108105,17088173,38426
6687,South Durham,Durham,12/7/2022,108105,12402753,30274
6688,South Durham,Durham,12/3/2022,108105,8897278,22095
6689,South Durham,Durham,11/30/2022,108105,10212837,24717
6690,South Durham,Durham,11/23/2022,108105,8212038,23931
6691,South Durham,Durham,11/19/2022,108105,17859013,50498
6692,South Durham,Durham,11/16/2022,108105,10283430,26458
6693,South Durham,Durham,11/12/2022,108105,9928737,28355
6694,South Durham,Durham,11/9/2022,108105,3548262,9470
6695,South Durham,Durham,11/5/2022,108105,6936271,17687
6696,South Durham,Durham,11/2/2022,108105,2861852,7233
6697,South Durham,Durham,10/29/2022,108105,7809896,20094
6698,South Durham,Durham,10/26/2022,108105,15665643,39592
6699,South Durham,Durham,10/22/2022,108105,12479050,31820
6700,South Durham,Durham,10/19/2022,108105,10416057,27543
6701,South Durham,Durham,10/15/2022,108105,4143718,11489
6702,South Durham,Durham,10/12/2022,108105,3413363,9652
6703,South Durham,Durham,10/8/2022,108105,19225457,54905
6704,South Durham,Durham,10/5/2022,108105,1730395,4373
6705,South Durham,Durham,10/1/2022,108105,108198,0
6706,South Durham,Durham,9/28/2022,108105,11853498,29957
6707,South Durham,Durham,9/24/2022,108105,17162334,44966
6708,South Durham,Durham,9/21/2022,108105,12488912,32424
6709,South Durham,Durham,9/17/2022,108105,22824164,64537
6710,South Durham,Durham,9/14/2022,108105,21013250,55565
6711,South Durham,Durham,9/10/2022,108105,30153924,81240
6712,South Durham,Durham,9/7/2022,108105,31570958,95917
6713,South Durham,Durham,9/3/2022,108105,20764828,61135
6714,South Durham,Durham,8/31/2022,108105,38777251,108570
6715,South Durham,Durham,8/27/2022,108105,14470602,40515
6716,South Durham,Durham,8/24/2022,108105,21215265,56624
6717,South Durham,Durham,8/20/2022,108105,15686034,45249
6718,South Durham,Durham,8/17/2022,108105,23748977,67823
6719,South Durham,Durham,8/13/2022,108105,15461089,45056
6720,South Durham,Durham,8/10/2022,108105,17413957,50234
6721,South Durham,Durham,8/6/2022,108105,25313228,73021
6722,South Durham,Durham,8/3/2022,108105,30663603,82614
6723,South Durham,Durham,7/30/2022,108105,27717513,67082
6724,South Durham,Durham,7/27/2022,108105,16964599,43647
6725,South Durham,Durham,7/23/2022,108105,26326039,58737
6726,South Durham,Durham,7/20/2022,108105,25438768,64865
6727,South Durham,Durham,7/16/2022,108105,5374087,12278
6728,South Durham,Durham,7/13/2022,108105,30726502,75000
6729,South Durham,Durham,7/9/2022,108105,27856467,83741
6730,South Durham,Durham,7/6/2022,108105,8491370,25000
6731,South Durham,Durham,7/2/2022,108105,18443486,50646
6732,South Durham,Durham,6/29/2022,108105,23300375,59948
6733,South Durham,Durham,6/25/2022,108105,18381276,48606
6734,South Durham,Durham,6/22/2022,108105,9885130,27951
6735,South Durham,Durham,6/18/2022,108105,12940017,32703
6736,South Durham,Durham,6/15/2022,108105,21958383,57009
6737,South Durham,Durham,6/11/2022,108105,12677749,32326
6738,South Durham,Durham,6/8/2022,108105,27179614,76852
6739,South Durham,Durham,6/4/2022,108105,14895764,41706
6740,South Durham,Durham,6/1/2022,108105,106202929,291633
6741,South Durham,Durham,5/28/2022,108105,29060080,82991
6742,South Durham,Durham,5/25/2022,108105,21614349,55114
6743,South Durham,Durham,5/21/2022,108105,33098415,99499
6744,South Durham,Durham,5/18/2022,108105,16821285,47097
6745,South Durham,Durham,5/14/2022,108105,15322022,40144
6746,South Durham,Durham,5/11/2022,108105,59351523,155503
6747,South Durham,Durham,5/7/2022,108105,24985087,67315
6748,South Durham,Durham,5/4/2022,108105,27575066,75000
6749,South Durham,Durham,4/30/2022,108105,15938326,44625
6750,South Durham,Durham,4/27/2022,108105,19880084,53561
6751,South Durham,Durham,4/23/2022,108105,10412214,27032
6752,South Durham,Durham,4/20/2022,108105,21300206,39500
6753,South Durham,Durham,4/16/2022,108105,21275695,54250
6754,South Durham,Durham,4/13/2022,108105,16599720,41952
6755,South Durham,Durham,4/9/2022,108105,14671972,36755
6756,South Durham,Durham,4/6/2022,108105,6297289,16202
6757,South Durham,Durham,4/2/2022,108105,7113959,13727
6758,South Durham,Durham,3/30/2022,108105,3179025,8329
6759,South Durham,Durham,3/26/2022,108105,3677889,8471
6760,South Durham,Durham,3/23/2022,108105,3514904,7842
6761,South Durham,Durham,3/19/2022,108105,3867165,4583
6762,South Durham,Durham,3/16/2022,108105,1913108,4108
6763,South Durham,Durham,3/12/2022,108105,2907621,6538
6764,South Durham,Durham,3/9/2022,108105,1236765,3240
6765,South Durham,Durham,3/5/2022,108105,565410,0
6766,South Durham,Durham,3/2/2022,108105,1448461,3536
6767,South Durham,Durham,2/26/2022,108105,5214460,12728
6768,South Durham,Durham,2/23/2022,108105,7470466,18235
6769,South Durham,Durham,2/19/2022,108105,4898311,12490
6770,South Durham,Durham,2/16/2022,108105,5219487,12740
6771,South Durham,Durham,2/12/2022,108105,4290255,10562
6772,South Durham,Durham,2/9/2022,108105,3022094,6538
6773,South Durham,Durham,2/5/2022,108105,14416507,40364
6774,South Durham,Durham,2/2/2022,108105,13608951,35986
6775,South Durham,Durham,1/29/2022,108105,46239204,122270
6776,South Durham,Durham,1/26/2022,108105,42637345,104970
6777,South Durham,Durham,1/22/2022,108105,37299391,86603
6778,South Durham,Durham,1/19/2022,108105,68254197,113990
6779,South Durham,Durham,1/15/2022,108105,49716210,122398
6780,South Durham,Durham,1/12/2022,108105,34740206,78740
6781,South Durham,Durham,1/8/2022,108105,59321782,159824
6782,South Durham,Durham,1/5/2022,108105,130715490,131909
6783,South Durham,Durham,12/29/2021,108105,26966194,85568
6784,South Durham,Durham,12/22/2021,108105,12933060,37308
6785,South Durham,Durham,12/18/2021,108105,6936770,21301
6786,South Durham,Durham,12/15/2021,108105,4889712,13964
6787,South Durham,Durham,12/11/2021,108105,6075359,18458
6788,South Durham,Durham,12/8/2021,108105,5233319,15732
6789,South Durham,Durham,12/4/2021,108105,3879422,9634
6790,South Durham,Durham,12/1/2021,108105,3222610,8367
6791,South Durham,Durham,11/24/2021,108105,2754677,6344
6792,South Durham,Durham,11/20/2021,108105,2395967,6164
6793,South Durham,Durham,11/17/2021,108105,8181115,20676
6794,South Durham,Durham,11/13/2021,108105,3443602,8478
6795,South Durham,Durham,11/10/2021,108105,2007948,4943
6796,South Durham,Durham,11/6/2021,108105,712418,0
6797,South Durham,Durham,11/3/2021,108105,3230385,7953
6798,South Durham,Durham,10/30/2021,108105,22545828,56480
6799,South Durham,Durham,10/27/2021,108105,2547697,6614
6800,South Durham,Durham,10/23/2021,108105,7729071,19534
6801,South Durham,Durham,10/20/2021,108105,4884193,10897
6802,South Durham,Durham,10/16/2021,108105,17218009,42390
6803,South Durham,Durham,10/13/2021,108105,9294776,21407
6804,South Durham,Durham,10/9/2021,108105,3202209,7750
6805,South Durham,Durham,10/6/2021,108105,8342330,20717
6806,South Durham,Durham,10/2/2021,108105,15131208,36313
6807,South Durham,Durham,9/29/2021,108105,38317506,92736
6808,South Durham,Durham,9/25/2021,108105,17346644,33931
6809,South Durham,Durham,9/22/2021,108105,16613974,38891
6810,South Durham,Durham,9/18/2021,108105,4731914,10811
6811,South Durham,Durham,9/15/2021,108105,22095726,49687
6812,South Durham,Durham,9/11/2021,108105,8971088,21000
6813,South Durham,Durham,9/8/2021,108105,1723224,3937
6814,South Durham,Durham,9/4/2021,108105,3360974,7272
6815,South Durham,Durham,9/1/2021,108105,13299323,29906
6816,South Durham,Durham,8/28/2021,108105,22992699,49371
6817,South Durham,Durham,8/25/2021,108105,29727743,64807
6818,South Durham,Durham,8/21/2021,108105,2888941,5612
6819,South Durham,Durham,8/18/2021,108105,14048783,30627
6820,South Durham,Durham,8/14/2021,108105,15634235,34882
6821,South Durham,Durham,8/11/2021,108105,2752257,6093
6822,South Durham,Durham,8/7/2021,108105,18826371,43359
6823,South Durham,Durham,8/4/2021,108105,16338800,38247
6824,South Durham,Durham,7/31/2021,108105,14907491,33522
6825,South Durham,Durham,7/28/2021,108105,3017067,6731
6826,South Durham,Durham,7/24/2021,108105,4892156,10747
6827,South Durham,Durham,7/21/2021,108105,928352,0
6828,South Durham,Durham,7/17/2021,108105,503275,0
6829,South Durham,Durham,7/14/2021,108105,2984303,6457
6830,South Durham,Durham,7/10/2021,108105,207032,0
6831,South Durham,Durham,7/7/2021,108105,697750,0
6832,South Durham,Durham,7/3/2021,108105,1121973,2739
6833,South Durham,Durham,6/30/2021,108105,8680642,21009
6834,South Durham,Durham,6/26/2021,108105,1377650,3122
6835,South Durham,Durham,6/22/2021,108105,76987,0
6836,South Durham,Durham,6/19/2021,108105,67416,0
6837,South Durham,Durham,6/15/2021,108105,62329,0
6838,South Durham,Durham,6/11/2021,108105,89055,0
6839,South Durham,Durham,6/8/2021,108105,1626446,6354
6840,South Durham,Durham,6/4/2021,108105,99875,0
6841,South Durham,Durham,6/1/2021,108105,295505,0
6842,South Durham,Durham,5/28/2021,108105,84477,0
6843,South Durham,Durham,5/26/2021,108105,82501,0
6844,South Durham,Durham,5/22/2021,108105,73138,0
6845,South Durham,Durham,5/19/2021,108105,999455,3717
6846,South Durham,Durham,5/15/2021,108105,1068371,4123
6847,South Durham,Durham,5/12/2021,108105,67832,0
6848,South Durham,Durham,5/8/2021,108105,67624,0
6849,South Durham,Durham,5/5/2021,108105,708470,2449
6850,South Durham,Durham,5/1/2021,108105,2173880,8551
6851,South Durham,Durham,4/27/2021,108105,836132,3373
6852,South Durham,Durham,4/24/2021,108105,1008103,3976
6853,South Durham,Durham,4/21/2021,108105,1092758,4183
6854,South Durham,Durham,4/17/2021,108105,2945866,11369
6855,South Durham,Durham,4/14/2021,108105,305290,0
6856,South Durham,Durham,4/10/2021,108105,3029051,11473
6857,South Durham,Durham,4/7/2021,108105,4807957,17972
6858,South Durham,Durham,4/3/2021,108105,78131,0
6859,South Durham,Durham,3/31/2021,108105,1843205,6638
6860,South Durham,Durham,3/27/2021,108105,295024,0
6861,South Durham,Durham,3/24/2021,108105,1337610,5000
6862,South Durham,Durham,3/20/2021,108105,1830173,5953
6863,South Durham,Durham,3/17/2021,108105,845635,3000
6864,South Durham,Durham,3/13/2021,108105,1631249,6270
6865,South Durham,Durham,3/10/2021,108105,2395094,9487
6866,South Durham,Durham,3/6/2021,108105,1502185,5500
6867,South Durham,Durham,3/3/2021,108105,2029058,6874
6868,South Durham,Durham,2/27/2021,108105,3786101,11478
6869,South Durham,Durham,2/24/2021,108105,1716055,5339
6870,South Durham,Durham,2/20/2021,108105,645422,0
6871,South Durham,Durham,2/17/2021,108105,1289460,0
6872,South Durham,Durham,2/13/2021,108105,5639858,14900
6873,South Durham,Durham,2/3/2021,108105,4163722,13024
6874,South Durham,Durham,1/30/2021,108105,14001831,47434
6875,South Durham,Durham,1/27/2021,108105,3341513,9940
6876,South Durham,Durham,1/23/2021,108105,9175649,37650
6877,South Durham,Durham,1/20/2021,108105,7293924,28931
6878,South Durham,Durham,1/16/2021,108105,9457961,35587
6879,South Durham,Durham,1/13/2021,108105,8714805,30241
6880,South Durham,Durham,1/9/2021,108105,10454320,34357
6881,South Durham,Durham,1/6/2021,108105,6952582,21489
6882,Spruce Pine (CDC Contract),Mitchell,9/13/2023,3500,377144859,588044
6883,Spruce Pine (CDC Contract),Mitchell,9/11/2023,3500,227247329,336182
6884,Spruce Pine (CDC Contract),Mitchell,9/6/2023,3500,517387980,930700
6885,Spruce Pine (CDC Contract),Mitchell,8/30/2023,3500,324486584,456654
6886,Spruce Pine (CDC Contract),Mitchell,8/28/2023,3500,391254718,477881
6887,Spruce Pine (CDC Contract),Mitchell,8/23/2023,3500,409851516,600556
6888,Spruce Pine (CDC Contract),Mitchell,8/21/2023,3500,192582982,296772
6889,Spruce Pine (CDC Contract),Mitchell,8/16/2023,3500,89764501,109784
6890,Spruce Pine (CDC Contract),Mitchell,8/14/2023,3500,241732129,354210
6891,Spruce Pine (CDC Contract),Mitchell,8/9/2023,3500,32631302,45234
6892,Spruce Pine (CDC Contract),Mitchell,8/7/2023,3500,59330119,81876
6893,Spruce Pine (CDC Contract),Mitchell,8/2/2023,3500,11937155,17547
6894,Spruce Pine (CDC Contract),Mitchell,7/31/2023,3500,109774972,179010
6895,Spruce Pine (CDC Contract),Mitchell,7/26/2023,3500,156695708,231071
6896,Spruce Pine (CDC Contract),Mitchell,7/19/2023,3500,56125551,81084
6897,Spruce Pine (CDC Contract),Mitchell,7/17/2023,3500,112271914,165298
6898,Spruce Pine (CDC Contract),Mitchell,7/12/2023,3500,102374529,126885
6899,Spruce Pine (CDC Contract),Mitchell,7/10/2023,3500,149817061,243447
6900,Spruce Pine (CDC Contract),Mitchell,7/5/2023,3500,276415697,425250
6901,Spruce Pine (CDC Contract),Mitchell,7/3/2023,3500,465888602,674120
6902,Spruce Pine (CDC Contract),Mitchell,6/29/2023,3500,556326982,710473
6903,Spruce Pine (CDC Contract),Mitchell,6/26/2023,3500,763667462,987540
6904,Spruce Pine (CDC Contract),Mitchell,6/21/2023,3500,635089338,265704
6905,Spruce Pine (CDC Contract),Mitchell,6/14/2023,3500,117653495,175740
6906,Spruce Pine (CDC Contract),Mitchell,6/12/2023,3500,48710800,73954
6907,Spruce Pine (CDC Contract),Mitchell,6/7/2023,3500,119099862,181717
6908,Spruce Pine (CDC Contract),Mitchell,6/5/2023,3500,1683327727,2711521
6909,Spruce Pine (CDC Contract),Mitchell,5/31/2023,3500,461190387,685561
6910,Spruce Pine (CDC Contract),Mitchell,5/25/2023,3500,1324663337,2082977
6911,Spruce Pine (CDC Contract),Mitchell,5/22/2023,3500,276482085,519587
6912,Spruce Pine (CDC Contract),Mitchell,5/17/2023,3500,132880704,217841
6913,Spruce Pine (CDC Contract),Mitchell,5/15/2023,3500,31542388,57637
6914,Spruce Pine (CDC Contract),Mitchell,5/10/2023,3500,97932963,140823
6915,Spruce Pine (CDC Contract),Mitchell,5/8/2023,3500,52731391,89790
6916,Spruce Pine (CDC Contract),Mitchell,5/3/2023,3500,166873870,290570
6917,Spruce Pine (CDC Contract),Mitchell,5/1/2023,3500,158943194,251643
6918,Spruce Pine (CDC Contract),Mitchell,4/26/2023,3500,309334842,514411
6919,Spruce Pine (CDC Contract),Mitchell,4/24/2023,3500,163499610,316924
6920,Spruce Pine (CDC Contract),Mitchell,4/19/2023,3500,446676422,761991
6921,Spruce Pine (CDC Contract),Mitchell,4/17/2023,3500,279420262,553219
6922,Spruce Pine (CDC Contract),Mitchell,4/12/2023,3500,234712218,401139
6923,Spruce Pine (CDC Contract),Mitchell,4/10/2023,3500,340862632,568887
6924,Spruce Pine (CDC Contract),Mitchell,4/5/2023,3500,769617343,1231128
6925,Spruce Pine (CDC Contract),Mitchell,4/3/2023,3500,265542868,435323
6926,Spruce Pine (CDC Contract),Mitchell,3/29/2023,3500,284582099,438543
6927,Spruce Pine (CDC Contract),Mitchell,3/27/2023,3500,2326881272,3781101
6928,Spruce Pine (CDC Contract),Mitchell,3/22/2023,3500,394255080,612656
6929,Spruce Pine (CDC Contract),Mitchell,3/20/2023,3500,504234766,874705
6930,Spruce Pine (CDC Contract),Mitchell,3/15/2023,3500,2565787175,3706781
6931,Spruce Pine (CDC Contract),Mitchell,3/14/2023,3500,211696984,280827
6932,Spruce Pine (CDC Contract),Mitchell,3/8/2023,3500,145118942,182307
6933,Spruce Pine (CDC Contract),Mitchell,3/6/2023,3500,161694910,207069
6934,Spruce Pine (CDC Contract),Mitchell,3/1/2023,3500,499325613,723635
6935,Spruce Pine (CDC Contract),Mitchell,2/27/2023,3500,661843238,968265
6936,Spruce Pine (CDC Contract),Mitchell,2/22/2023,3500,484830054,696081
6937,Spruce Pine (CDC Contract),Mitchell,2/15/2023,3500,148562270,233211
6938,Spruce Pine (CDC Contract),Mitchell,2/8/2023,3500,1679038489,3117364
6939,Spruce Pine (CDC Contract),Mitchell,2/6/2023,3500,1105508568,2020077
6940,Spruce Pine (CDC Contract),Mitchell,2/1/2023,3500,209594601,314598
6941,Spruce Pine (CDC Contract),Mitchell,1/30/2023,3500,527670889,866585
6942,Spruce Pine (CDC Contract),Mitchell,1/25/2023,3500,813030794,1361834
6943,Spruce Pine (CDC Contract),Mitchell,1/23/2023,3500,638976939,1040143
6944,Spruce Pine (CDC Contract),Mitchell,1/17/2023,3500,477794835,788878
6945,Spruce Pine (CDC Contract),Mitchell,1/11/2023,3500,595820166,963109
6946,Spruce Pine (CDC Contract),Mitchell,1/9/2023,3500,483899135,790487
6947,Spruce Pine (CDC Contract),Mitchell,1/4/2023,3500,2127447800,3444919
6948,Spruce Pine (CDC Contract),Mitchell,12/27/2022,3500,1872339208,3329181
6949,Spruce Pine (CDC Contract),Mitchell,12/19/2022,3500,1153724429,2236351
6950,Spruce Pine (CDC Contract),Mitchell,12/14/2022,3500,445482756,753008
6951,Spruce Pine (CDC Contract),Mitchell,12/12/2022,3500,646138972,1171418
6952,Spruce Pine (CDC Contract),Mitchell,12/7/2022,3500,448858734,688254
6953,Spruce Pine (CDC Contract),Mitchell,12/5/2022,3500,684477212,1210079
6954,Spruce Pine (CDC Contract),Mitchell,11/28/2022,3500,711431774,1405541
6955,Spruce Pine (CDC Contract),Mitchell,11/21/2022,3500,353493867,726316
6956,Spruce Pine (CDC Contract),Mitchell,11/16/2022,3500,503177751,642598
6957,Spruce Pine (CDC Contract),Mitchell,11/14/2022,3500,49052535,85574
6958,Spruce Pine (CDC Contract),Mitchell,11/9/2022,3500,299913994,515431
6959,Spruce Pine (CDC Contract),Mitchell,11/7/2022,3500,249407646,439245
6960,Spruce Pine (CDC Contract),Mitchell,10/31/2022,3500,252086035,391929
