Index,Wastewater Treatment Plant,County,Date,Population Served,Viral Gene Copies Per Person,Viral Gene Copies/L
1693,Charlotte 4,Mecklenburg,8/29/2023,82158,45346876,60381
1694,Charlotte 4,Mecklenburg,8/26/2023,82158,116813332,172470
1695,Charlotte 4,Mecklenburg,8/22/2023,82158,38544601,61648
1696,Charlotte 4,Mecklenburg,8/19/2023,82158,84324372,130076
1697,Charlotte 4,Mecklenburg,8/15/2023,82158,51151688,77963
1698,Charlotte 4,Mecklenburg,8/12/2023,82158,59420384,76221
1699,Charlotte 4,Mecklenburg,8/8/2023,82158,53310202,79033
1700,Charlotte 4,Mecklenburg,8/5/2023,82158,78361414,110798
1701,Charlotte 4,Mecklenburg,8/1/2023,82158,48041924,71762
1702,Charlotte 4,Mecklenburg,7/29/2023,82158,48362553,72994
1703,Charlotte 4,Mecklenburg,7/25/2023,82158,31520733,43162
1704,Charlotte 4,Mecklenburg,7/22/2023,82158,43675457,64793
1705,Charlotte 4,Mecklenburg,7/18/2023,82158,22563239,30780
1706,Charlotte 4,Mecklenburg,7/15/2023,82158,16899793,24147
1707,Charlotte 4,Mecklenburg,7/8/2023,82158,20358944,30495
1708,Charlotte 4,Mecklenburg,7/4/2023,82158,14549009,22816
1709,Charlotte 4,Mecklenburg,7/1/2023,82158,24802534,31647
1710,Charlotte 4,Mecklenburg,6/27/2023,82158,25001580,44661
1711,Charlotte 4,Mecklenburg,6/24/2023,82158,11901236,20598
1712,Charlotte 4,Mecklenburg,6/17/2023,82158,23429898,34499
1713,Charlotte 4,Mecklenburg,6/13/2023,82158,13639031,19974
1714,Charlotte 4,Mecklenburg,6/10/2023,82158,19367855,28118
1715,Charlotte 4,Mecklenburg,6/6/2023,82158,12548339,16308
1716,Charlotte 4,Mecklenburg,6/3/2023,82158,22768984,31597
1717,Charlotte 4,Mecklenburg,5/27/2023,82158,3437345,5103
1718,Charlotte 4,Mecklenburg,5/23/2023,82158,10739393,15889
1719,Charlotte 4,Mecklenburg,5/20/2023,82158,16707751,22398
1720,Charlotte 4,Mecklenburg,5/16/2023,82158,2865172,0
1721,Charlotte 4,Mecklenburg,5/13/2023,82158,13815955,24008
1722,Charlotte 4,Mecklenburg,5/9/2023,82158,28021358,39186
1723,Charlotte 4,Mecklenburg,5/6/2023,82158,18431872,30655
1724,Charlotte 4,Mecklenburg,5/2/2023,82158,21457611,26889
1725,Charlotte 4,Mecklenburg,4/29/2023,82158,19623921,25337
1726,Charlotte 4,Mecklenburg,4/25/2023,82158,16470561,30269
1727,Charlotte 4,Mecklenburg,4/22/2023,82158,29325778,52689
1728,Charlotte 4,Mecklenburg,4/15/2023,82158,43138401,49670
1729,Charlotte 4,Mecklenburg,4/11/2023,82158,25080159,28175
1730,Charlotte 4,Mecklenburg,4/4/2023,82158,26935267,40569
1731,Charlotte 4,Mecklenburg,4/1/2023,82158,37580956,57239
1732,Charlotte 4,Mecklenburg,3/28/2023,82158,33556112,46300
1733,Charlotte 4,Mecklenburg,3/25/2023,82158,56958492,84326
1734,Charlotte 4,Mecklenburg,3/21/2023,82158,8815365,13069
1735,Charlotte 4,Mecklenburg,3/18/2023,82158,25408559,37566
1736,Charlotte 4,Mecklenburg,3/14/2023,82158,7741279,10455
1737,Charlotte 4,Mecklenburg,3/11/2023,82158,2822680,4257
1738,Charlotte 4,Mecklenburg,3/7/2023,82158,7367127,10750
1739,Charlotte 4,Mecklenburg,3/4/2023,82158,11549119,16852
1740,Charlotte 4,Mecklenburg,2/28/2023,82158,10882657,18987
1741,Charlotte 4,Mecklenburg,2/25/2023,82158,27881620,46837
1742,Charlotte 4,Mecklenburg,2/22/2023,82158,21168355,37201
1743,Charlotte 4,Mecklenburg,2/19/2023,82158,40590287,66238
1744,Charlotte 4,Mecklenburg,2/14/2023,82158,48301555,57006
1745,Charlotte 4,Mecklenburg,2/11/2023,82158,41101604,57664
1746,Charlotte 4,Mecklenburg,2/7/2023,82158,30682587,38740
1747,Charlotte 4,Mecklenburg,2/4/2023,82158,17039133,20264
1748,Charlotte 4,Mecklenburg,1/31/2023,82158,132659384,199531
1749,Charlotte 4,Mecklenburg,1/28/2023,82158,58411301,90554
1750,Charlotte 4,Mecklenburg,1/21/2023,82158,43531823,71414
1751,Charlotte 4,Mecklenburg,1/14/2023,82158,35871372,50720
1752,Charlotte 4,Mecklenburg,1/10/2023,82158,31382605,39785
1753,Charlotte 4,Mecklenburg,1/7/2023,82158,46260805,54986
1754,Charlotte 4,Mecklenburg,12/31/2022,82158,176466755,307632
1755,Charlotte 4,Mecklenburg,12/24/2022,82158,100825796,134583
1756,Charlotte 4,Mecklenburg,12/20/2022,82158,57443735,82348
1757,Charlotte 4,Mecklenburg,12/17/2022,82158,17036788,20750
1758,Charlotte 4,Mecklenburg,12/13/2022,82158,68092890,121937
1759,Charlotte 4,Mecklenburg,12/10/2022,82158,42595124,70356
1760,Charlotte 4,Mecklenburg,12/6/2022,82158,62657314,89058
1761,Charlotte 4,Mecklenburg,12/3/2022,82158,82169483,100530
1762,Charlotte 4,Mecklenburg,11/29/2022,82158,15143429,19944
1763,Charlotte 4,Mecklenburg,11/22/2022,82158,15847589,26977
1764,Charlotte 4,Mecklenburg,11/19/2022,82158,19983240,36416
1765,Charlotte 4,Mecklenburg,11/15/2022,82158,14730728,24784
1766,Charlotte 4,Mecklenburg,11/8/2022,82158,7564515,11489
1767,Charlotte 4,Mecklenburg,11/5/2022,82158,13178111,20430
1768,Charlotte 4,Mecklenburg,11/1/2022,82158,4436790,7685
1769,Charlotte 4,Mecklenburg,10/29/2022,82158,12020940,20625
1770,Charlotte 4,Mecklenburg,10/25/2022,82158,15841041,26245
1771,Charlotte 4,Mecklenburg,10/22/2022,82158,9800135,16748
1772,Charlotte 4,Mecklenburg,10/18/2022,82158,8538289,14684
1773,Charlotte 4,Mecklenburg,10/15/2022,82158,10070716,16865
1774,Charlotte 4,Mecklenburg,10/11/2022,82158,7829576,12719
1775,Charlotte 4,Mecklenburg,10/8/2022,82158,32120920,47329
1776,Charlotte 4,Mecklenburg,10/4/2022,82158,14107290,19831
1777,Charlotte 4,Mecklenburg,10/1/2022,82158,15929235,28362
1778,Charlotte 4,Mecklenburg,9/27/2022,82158,15162926,25690
1779,Charlotte 4,Mecklenburg,9/24/2022,82158,29131707,42236
1780,Charlotte 4,Mecklenburg,9/20/2022,82158,12141409,20208
1781,Charlotte 4,Mecklenburg,9/17/2022,82158,26813248,45394
1782,Charlotte 4,Mecklenburg,9/13/2022,82158,31153241,45717
1783,Charlotte 4,Mecklenburg,9/10/2022,82158,40784354,67417
1784,Charlotte 4,Mecklenburg,9/3/2022,82158,23731103,39287
1785,Cherokee (CDC Contract),Swainjackson,9/14/2023,12000,335649988,648802
1786,Cherokee (CDC Contract),Swainjackson,9/13/2023,12000,161455827,241428
1787,Cherokee (CDC Contract),Swainjackson,9/8/2023,12000,189445608,321153
1788,Cherokee (CDC Contract),Swainjackson,9/6/2023,12000,286149533,638814
1789,Cherokee (CDC Contract),Swainjackson,8/31/2023,12000,473631595,754496
1790,Cherokee (CDC Contract),Swainjackson,8/30/2023,12000,307882460,435719
1791,Cherokee (CDC Contract),Swainjackson,8/24/2023,12000,332407276,658597
1792,Cherokee (CDC Contract),Swainjackson,8/23/2023,12000,376962283,742235
1793,Cherokee (CDC Contract),Swainjackson,8/17/2023,12000,462413410,684993
1794,Cherokee (CDC Contract),Swainjackson,8/16/2023,12000,1005721278,1260163
1795,Cherokee (CDC Contract),Swainjackson,8/11/2023,12000,163293906,213907
1796,Cherokee (CDC Contract),Swainjackson,8/10/2023,12000,794462079,1472809
1797,Cherokee (CDC Contract),Swainjackson,8/3/2023,12000,203415764,356267
1798,Cherokee (CDC Contract),Swainjackson,8/2/2023,12000,730499593,1523512
1799,Cherokee (CDC Contract),Swainjackson,7/27/2023,12000,625439692,1060262
1800,Cherokee (CDC Contract),Swainjackson,7/20/2023,12000,204605029,346852
1801,Cherokee (CDC Contract),Swainjackson,7/18/2023,12000,93566885,158617
1802,Cherokee (CDC Contract),Swainjackson,7/14/2023,12000,99860843,190703
1803,Cherokee (CDC Contract),Swainjackson,7/12/2023,12000,378194514,685088
1804,Cherokee (CDC Contract),Swainjackson,7/7/2023,12000,417917855,697279
1805,Cherokee (CDC Contract),Swainjackson,7/6/2023,12000,270709490,333918
1806,Cherokee (CDC Contract),Swainjackson,6/30/2023,12000,124617888,187227
1807,Cherokee (CDC Contract),Swainjackson,6/27/2023,12000,229486280,330677
1808,Cherokee (CDC Contract),Swainjackson,6/22/2023,12000,23944830,28010
1809,Cherokee (CDC Contract),Swainjackson,6/21/2023,12000,144138473,196952
1810,Cherokee (CDC Contract),Swainjackson,6/15/2023,12000,114136421,192458
1811,Cherokee (CDC Contract),Swainjackson,6/8/2023,12000,115776606,239883
1812,Cherokee (CDC Contract),Swainjackson,6/6/2023,12000,145947328,332852
1813,Cherokee (CDC Contract),Swainjackson,6/2/2023,12000,71553654,121300
1814,Cherokee (CDC Contract),Swainjackson,5/31/2023,12000,90850551,252634
1815,Cherokee (CDC Contract),Swainjackson,5/25/2023,12000,51570035,143404
1816,Cherokee (CDC Contract),Swainjackson,5/23/2023,12000,58727405,99556
1817,Cherokee (CDC Contract),Swainjackson,5/17/2023,12000,58670698,128269
1818,Cherokee (CDC Contract),Swainjackson,5/16/2023,12000,90255538,221796
1819,Cherokee (CDC Contract),Swainjackson,5/11/2023,12000,239120205,631691
1820,Cherokee (CDC Contract),Swainjackson,5/9/2023,12000,50114997,119450
1821,Cherokee (CDC Contract),Swainjackson,5/5/2023,12000,253556135,692924
1822,Cherokee (CDC Contract),Swainjackson,5/4/2023,12000,105488309,285817
1823,Cherokee (CDC Contract),Swainjackson,4/25/2023,12000,76507878,207295
1824,Cherokee (CDC Contract),Swainjackson,4/20/2023,12000,56746177,142770
1825,Cherokee (CDC Contract),Swainjackson,4/18/2023,12000,104767750,261513
1826,Cherokee (CDC Contract),Swainjackson,4/13/2023,12000,92620840,128778
1827,Cherokee (CDC Contract),Swainjackson,4/12/2023,12000,13192262,21557
1828,Cherokee (CDC Contract),Swainjackson,4/6/2023,12000,138666697,235072
1829,Cherokee (CDC Contract),Swainjackson,4/5/2023,12000,141401828,239708
1830,Cherokee (CDC Contract),Swainjackson,3/30/2023,12000,93603602,228254
1831,Cherokee (CDC Contract),Swainjackson,3/28/2023,12000,185581336,449089
1832,Cherokee (CDC Contract),Swainjackson,3/23/2023,12000,34463507,71876
1833,Cherokee (CDC Contract),Swainjackson,3/21/2023,12000,2596885,0
1834,Cherokee (CDC Contract),Swainjackson,3/15/2023,12000,9073382,0
1835,Cherokee (CDC Contract),Swainjackson,3/14/2023,12000,35532221,72205
1836,Cherokee (CDC Contract),Swainjackson,3/9/2023,12000,99677415,175547
1837,Cherokee (CDC Contract),Swainjackson,3/7/2023,12000,73372325,124383
1838,Cherokee (CDC Contract),Swainjackson,3/2/2023,12000,453244842,725667
1839,Cherokee (CDC Contract),Swainjackson,2/28/2023,12000,133989849,241340
1840,Cherokee (CDC Contract),Swainjackson,2/23/2023,12000,209361224,439530
1841,Cherokee (CDC Contract),Swainjackson,2/22/2023,12000,479741418,956488
1842,Cherokee (CDC Contract),Swainjackson,2/14/2023,12000,121579355,206105
1843,Cherokee (CDC Contract),Swainjackson,2/8/2023,12000,145184397,315237
1844,Cherokee (CDC Contract),Swainjackson,2/2/2023,12000,16545859,0
1845,Cherokee (CDC Contract),Swainjackson,1/31/2023,12000,161782390,403829
1846,Cherokee (CDC Contract),Swainjackson,1/26/2023,12000,81258359,132100
1847,Cherokee (CDC Contract),Swainjackson,1/24/2023,12000,798510661,1353657
1848,Cherokee (CDC Contract),Swainjackson,1/19/2023,12000,1053239788,2211158
1849,Cherokee (CDC Contract),Swainjackson,1/18/2023,12000,672752380,1082576
1850,Cherokee (CDC Contract),Swainjackson,1/12/2023,12000,906616968,1819015
1851,Cherokee (CDC Contract),Swainjackson,1/10/2023,12000,1186496323,2101275
1852,Cherokee (CDC Contract),Swainjackson,1/5/2023,12000,433078339,425044
1853,Cherokee (CDC Contract),Swainjackson,1/3/2023,12000,269904906,882081
1854,Cherokee (CDC Contract),Swainjackson,12/27/2022,12000,455099791,1487320
1855,Cherokee (CDC Contract),Swainjackson,12/20/2022,12000,424893728,708918
1856,Cherokee (CDC Contract),Swainjackson,12/15/2022,12000,699501186,1572674
1857,Cherokee (CDC Contract),Swainjackson,12/13/2022,12000,348947363,591545
1858,Cherokee (CDC Contract),Swainjackson,12/8/2022,12000,518450360,737007
1859,Cherokee (CDC Contract),Swainjackson,12/6/2022,12000,295864862,646837
1860,Cherokee (CDC Contract),Swainjackson,12/1/2022,12000,219195827,320215
1861,Cherokee (CDC Contract),Swainjackson,11/29/2022,12000,400858464,1095475
1862,Cherokee (CDC Contract),Swainjackson,11/15/2022,12000,681655590,2000832
1863,Cherokee (CDC Contract),Swainjackson,11/10/2022,12000,135806792,331167
1864,Cherokee (CDC Contract),Swainjackson,11/8/2022,12000,102335396,289653
1865,Cherokee (CDC Contract),Swainjackson,11/3/2022,12000,253751116,731282
1866,Cherokee (CDC Contract),Swainjackson,11/1/2022,12000,180629434,336829
1867,Cherokee (CDC Contract),Swainjackson,10/26/2022,12000,768014570,2098848
1868,Cherokee (CDC Contract),Swainjackson,10/25/2022,12000,353575030,1088213
1869,Cherokee (CDC Contract),Swainjackson,10/20/2022,12000,70435982,169157
1870,Cherokee (CDC Contract),Swainjackson,10/18/2022,12000,14772460,0
1871,Cherokee (CDC Contract),Swainjackson,10/13/2022,12000,537922499,1332230
1872,Cherokee (CDC Contract),Swainjackson,10/12/2022,12000,113102294,325948
1873,Cherokee (CDC Contract),Swainjackson,10/6/2022,12000,214556948,591445
1874,Cherokee (CDC Contract),Swainjackson,10/4/2022,12000,230128680,715221
1875,Cherokee (CDC Contract),Swainjackson,9/29/2022,12000,235435791,648999
1876,Cherokee (CDC Contract),Swainjackson,9/27/2022,12000,233329131,560357
1877,Cherokee (CDC Contract),Swainjackson,9/13/2022,12000,316992071,656790
1878,Cherokee (CDC Contract),Swainjackson,9/8/2022,12000,441359017,794966
1879,Cherokee (CDC Contract),Swainjackson,9/7/2022,12000,691025762,1480137
1880,Cherokee (CDC Contract),Swainjackson,9/1/2022,12000,355163109,946129
1881,Cherokee (CDC Contract),Swainjackson,8/30/2022,12000,363151997,928402
1882,Cherokee (CDC Contract),Swainjackson,8/24/2022,12000,535522141,1358116
1883,Cherokee (CDC Contract),Swainjackson,8/23/2022,12000,613356845,1062506
1884,Cherokee (CDC Contract),Swainjackson,8/18/2022,12000,1117475851,2663520
1885,Cherokee (CDC Contract),Swainjackson,8/17/2022,12000,313985395,622098
1886,Cherokee (CDC Contract),Swainjackson,8/11/2022,12000,719006334,1373074
1887,Cherokee (CDC Contract),Swainjackson,8/9/2022,12000,787535066,1686855
1888,Cherokee (CDC Contract),Swainjackson,8/4/2022,12000,695477848,1360936
1889,Cherokee (CDC Contract),Swainjackson,8/2/2022,12000,1218791592,1658223
1890,Cherokee (CDC Contract),Swainjackson,7/28/2022,12000,1199218344,2677191
1891,Cherokee (CDC Contract),Swainjackson,7/26/2022,12000,1261624051,2597040
1892,Cherokee (CDC Contract),Swainjackson,7/21/2022,12000,543134698,1140250
1893,Cherokee (CDC Contract),Swainjackson,7/19/2022,12000,615548945,1393811
1894,Cherokee (CDC Contract),Swainjackson,7/14/2022,12000,1674343429,3068089
1895,Cherokee (CDC Contract),Swainjackson,7/12/2022,12000,1014040624,1502142
1896,Cherokee (CDC Contract),Swainjackson,7/7/2022,12000,905004707,1760081
1897,Cherokee (CDC Contract),Swainjackson,6/30/2022,12000,1128450720,2816750
1898,Cherokee (CDC Contract),Swainjackson,6/28/2022,12000,363813149,930093
1899,Cherokee (CDC Contract),Swainjackson,6/23/2022,12000,585139567,1415982
1900,Cherokee (CDC Contract),Swainjackson,6/21/2022,12000,499932602,1390196
1901,Cherokee (CDC Contract),Swainjackson,6/16/2022,12000,960021320,1976194
1902,Cherokee (CDC Contract),Swainjackson,6/14/2022,12000,1100916601,2342274
1903,Cherokee (CDC Contract),Swainjackson,6/9/2022,12000,691304513,1698827
1904,Cherokee (CDC Contract),Swainjackson,6/7/2022,12000,530907888,1426286
1905,Cherokee (CDC Contract),Swainjackson,6/2/2022,12000,490640640,1023268
1906,Cherokee (CDC Contract),Swainjackson,6/1/2022,12000,1477060347,2630557
1907,Cherokee (CDC Contract),Swainjackson,5/26/2022,12000,466328556,1252793
1908,Cherokee (CDC Contract),Swainjackson,5/24/2022,12000,427171936,507179
1909,Cherokee (CDC Contract),Swainjackson,5/19/2022,12000,349912567,803804
1910,Cherokee (CDC Contract),Swainjackson,5/17/2022,12000,292950670,698252
1911,Cherokee (CDC Contract),Swainjackson,5/13/2022,12000,2346957006,4993308
1912,Cherokee (CDC Contract),Swainjackson,5/10/2022,12000,221361290,512213
1913,Cherokee (CDC Contract),Swainjackson,5/6/2022,12000,107412715,233223
1914,City of Henderson (CDC Contract),Vance,9/13/2023,15000,466062786,573012
1915,City of Henderson (CDC Contract),Vance,9/11/2023,15000,125172626,316534
1916,City of Henderson (CDC Contract),Vance,9/6/2023,15000,189193682,510346
1917,City of Henderson (CDC Contract),Vance,8/30/2023,15000,476127960,1149727
1918,City of Henderson (CDC Contract),Vance,8/28/2023,15000,286455255,615901
1919,City of Henderson (CDC Contract),Vance,8/23/2023,15000,383155555,1103408
1920,City of Henderson (CDC Contract),Vance,8/21/2023,15000,79980137,240098
1921,City of Henderson (CDC Contract),Vance,8/14/2023,15000,127415395,347724
1922,City of Henderson (CDC Contract),Vance,8/9/2023,15000,509971086,1355337
1923,City of Henderson (CDC Contract),Vance,8/7/2023,15000,139370648,404297
1924,City of Henderson (CDC Contract),Vance,8/2/2023,15000,242574162,590795
1925,City of Henderson (CDC Contract),Vance,7/31/2023,15000,57317160,143568
1926,City of Henderson (CDC Contract),Vance,7/24/2023,15000,59669021,153635
1927,City of Henderson (CDC Contract),Vance,7/19/2023,15000,87635959,251642
1928,City of Henderson (CDC Contract),Vance,7/17/2023,15000,111903619,296409
1929,City of Henderson (CDC Contract),Vance,7/12/2023,15000,90698931,261194
1930,City of Henderson (CDC Contract),Vance,7/10/2023,15000,157622367,302466
1931,City of Henderson (CDC Contract),Vance,7/5/2023,15000,101758596,303179
1932,City of Henderson (CDC Contract),Vance,6/28/2023,15000,359435327,790836
1933,City of Henderson (CDC Contract),Vance,6/26/2023,15000,68383118,176416
1934,City of Henderson (CDC Contract),Vance,6/14/2023,15000,3029200,0
1935,City of Henderson (CDC Contract),Vance,6/12/2023,15000,65737626,174944
1936,City of Henderson (CDC Contract),Vance,6/5/2023,15000,9820952,27157
1937,City of Henderson (CDC Contract),Vance,5/31/2023,15000,6636295,0
1938,City of Henderson (CDC Contract),Vance,5/24/2023,15000,74531460,177700
1939,City of Henderson (CDC Contract),Vance,5/22/2023,15000,9314415,21237
1940,City of Henderson (CDC Contract),Vance,5/15/2023,15000,39473919,93945
1941,City of Henderson (CDC Contract),Vance,5/10/2023,15000,117966107,269891
1942,City of Henderson (CDC Contract),Vance,5/8/2023,15000,71194659,169439
1943,City of Henderson (CDC Contract),Vance,5/3/2023,15000,108206468,205354
1944,City of Henderson (CDC Contract),Vance,5/1/2023,15000,116155109,115851
1945,City of Henderson (CDC Contract),Vance,4/26/2023,15000,258607945,584908
1946,City of Henderson (CDC Contract),Vance,4/24/2023,15000,57263553,123591
1947,City of Henderson (CDC Contract),Vance,4/19/2023,15000,189810020,365294
1948,City of Henderson (CDC Contract),Vance,4/12/2023,15000,169061515,339717
1949,City of Henderson (CDC Contract),Vance,4/10/2023,15000,196266104,248553
1950,City of Henderson (CDC Contract),Vance,4/5/2023,15000,193602392,472685
1951,City of Henderson (CDC Contract),Vance,4/3/2023,15000,175889934,378382
1952,City of Henderson (CDC Contract),Vance,3/29/2023,15000,167139652,295805
1953,City of Henderson (CDC Contract),Vance,3/27/2023,15000,260911385,525082
1954,City of Henderson (CDC Contract),Vance,3/20/2023,15000,432862282,962006
1955,City of Henderson (CDC Contract),Vance,3/15/2023,15000,184786001,401003
1956,City of Henderson (CDC Contract),Vance,3/13/2023,15000,208662758,358718
1957,City of Henderson (CDC Contract),Vance,3/6/2023,15000,250683239,607557
1958,City of Henderson (CDC Contract),Vance,2/27/2023,15000,188973701,421874
1959,City of Henderson (CDC Contract),Vance,2/22/2023,15000,494564666,1105959
1960,City of Henderson (CDC Contract),Vance,2/20/2023,15000,389524005,601061
1961,City of Henderson (CDC Contract),Vance,2/15/2023,15000,518271409,720343
1962,City of Henderson (CDC Contract),Vance,2/13/2023,15000,488090183,424518
1963,City of Henderson (CDC Contract),Vance,2/6/2023,15000,702508439,1179058
1964,City of Henderson (CDC Contract),Vance,2/1/2023,15000,460363220,616711
1965,City of Henderson (CDC Contract),Vance,1/30/2023,15000,576602916,889390
1966,City of Henderson (CDC Contract),Vance,1/23/2023,15000,890847339,1217264
1967,City of Henderson (CDC Contract),Vance,1/18/2023,15000,410829634,706269
1968,City of Henderson (CDC Contract),Vance,1/11/2023,15000,516001402,811390
1969,City of Henderson (CDC Contract),Vance,1/9/2023,15000,615568950,1027918
1970,City of Henderson (CDC Contract),Vance,1/4/2023,15000,1387328267,2447648
1971,City of Henderson (CDC Contract),Vance,12/21/2022,15000,818464722,1549566
1972,City of Henderson (CDC Contract),Vance,12/19/2022,15000,742709861,1238660
1973,City of Henderson (CDC Contract),Vance,12/14/2022,15000,318361140,895341
1974,City of Henderson (CDC Contract),Vance,12/12/2022,15000,475016560,1281346
1975,City of Henderson (CDC Contract),Vance,12/7/2022,15000,640684625,1605802
1976,City of Henderson (CDC Contract),Vance,12/5/2022,15000,1131302030,3064176
1977,City of Henderson (CDC Contract),Vance,11/30/2022,15000,808632328,1884871
1978,City of Henderson (CDC Contract),Vance,11/28/2022,15000,111540599,251131
1979,City of Henderson (CDC Contract),Vance,11/21/2022,15000,178974378,519943
1980,City of Henderson (CDC Contract),Vance,11/14/2022,15000,12559335,0
1981,City of Henderson (CDC Contract),Vance,11/9/2022,15000,278306449,732768
1982,City of Henderson (CDC Contract),Vance,11/7/2022,15000,123346159,359390
1983,City of Henderson (CDC Contract),Vance,11/2/2022,15000,310980633,786903
1984,City of Henderson (CDC Contract),Vance,11/1/2022,15000,295466329,720944
1985,City of Henderson (CDC Contract),Vance,10/26/2022,15000,291108705,761416
1986,City of Henderson (CDC Contract),Vance,10/24/2022,15000,154818183,431422
1987,City of Henderson (CDC Contract),Vance,10/19/2022,15000,209905784,514710
1988,City of Henderson (CDC Contract),Vance,10/17/2022,15000,162082808,425907
1989,City of Henderson (CDC Contract),Vance,10/12/2022,15000,161981899,427342
1990,City of Henderson (CDC Contract),Vance,10/10/2022,15000,191151129,519160
1991,City of Henderson (CDC Contract),Vance,10/5/2022,15000,225538009,473116
1992,City of Henderson (CDC Contract),Vance,10/3/2022,15000,380254320,753020
1993,City of Henderson (CDC Contract),Vance,9/29/2022,15000,1312043517,3225245
1994,City of Henderson (CDC Contract),Vance,9/26/2022,15000,549637580,1743787
1995,City of Henderson (CDC Contract),Vance,9/21/2022,15000,694580392,1795394
1996,City of Henderson (CDC Contract),Vance,9/15/2022,15000,625923249,1312317
1997,City of Henderson (CDC Contract),Vance,9/12/2022,15000,674712500,1310594
1998,City of Henderson (CDC Contract),Vance,9/7/2022,15000,449248034,1065980
1999,City of Henderson (CDC Contract),Vance,8/31/2022,15000,488013705,1068398
2000,City of Henderson (CDC Contract),Vance,8/29/2022,15000,517379041,1487781
2001,City of Henderson (CDC Contract),Vance,8/24/2022,15000,392987421,935847
2002,City of Henderson (CDC Contract),Vance,8/22/2022,15000,419845320,1516569
2003,City of Henderson (CDC Contract),Vance,8/15/2022,15000,601756743,1715480
2004,City of Henderson (CDC Contract),Vance,8/11/2022,15000,969430208,2254376
2005,City of Henderson (CDC Contract),Vance,8/8/2022,15000,1270510074,2792299
2006,City of Henderson (CDC Contract),Vance,8/3/2022,15000,1250517941,1424754
2007,City of Henderson (CDC Contract),Vance,8/1/2022,15000,1557347028,1061974
2008,City of Henderson (CDC Contract),Vance,7/27/2022,15000,869764573,1771991
2009,City of Henderson (CDC Contract),Vance,7/25/2022,15000,1044232570,2571702
2010,City of Henderson (CDC Contract),Vance,7/18/2022,15000,642522213,1045178
2011,City of Henderson (CDC Contract),Vance,7/13/2022,15000,1409437178,3043611
2012,City of Henderson (CDC Contract),Vance,7/11/2022,15000,591646199,839403
2013,City of Henderson (CDC Contract),Vance,7/6/2022,15000,2494356766,6528481
2014,City of Henderson (CDC Contract),Vance,6/29/2022,15000,597302528,1740343
2015,City of Henderson (CDC Contract),Vance,6/27/2022,15000,282948021,800863
2016,City of Henderson (CDC Contract),Vance,6/22/2022,15000,433553227,1177515
2017,City of Henderson (CDC Contract),Vance,6/15/2022,15000,378692273,729624
2018,City of Henderson (CDC Contract),Vance,6/13/2022,15000,530579007,1022263
2019,City of Henderson (CDC Contract),Vance,6/6/2022,15000,1078789435,2733250
2020,City of Henderson (CDC Contract),Vance,5/31/2022,15000,694540689,1358431
2021,City of Henderson (CDC Contract),Vance,5/25/2022,15000,421183479,489724
2022,City of Henderson (CDC Contract),Vance,5/23/2022,15000,455104624,1085075
2023,City of Henderson (CDC Contract),Vance,5/18/2022,15000,342859388,818934
2024,City of Henderson (CDC Contract),Vance,5/16/2022,15000,278032473,677154
2025,City of Henderson (CDC Contract),Vance,5/9/2022,15000,197798107,447626
2026,City of Henderson (CDC Contract),Vance,5/4/2022,15000,256147471,455161
2027,City of Henderson (CDC Contract),Vance,5/2/2022,15000,299058709,524126
2028,City of Wilson,Wilson,9/26/2023,49384,26553653,49347
2029,City of Wilson,Wilson,9/22/2023,49384,23809003,48533
2030,City of Wilson,Wilson,9/19/2023,49384,20457479,40808
2031,City of Wilson,Wilson,9/15/2023,49384,2777928,5083
2032,City of Wilson,Wilson,9/12/2023,49384,21207597,45580
2033,City of Wilson,Wilson,9/8/2023,49384,43454515,89700
2034,City of Wilson,Wilson,9/6/2023,49384,18750792,40907
2035,City of Wilson,Wilson,9/1/2023,49384,18026388,30189
2036,City of Wilson,Wilson,8/29/2023,49384,35092631,73841
2037,City of Wilson,Wilson,8/25/2023,49384,25820778,50885
2038,City of Wilson,Wilson,8/22/2023,49384,29030072,60115
2039,City of Wilson,Wilson,8/18/2023,49384,25095872,42409
2040,City of Wilson,Wilson,8/15/2023,49384,20732540,41804
2041,City of Wilson,Wilson,8/11/2023,49384,15541345,31581
2042,City of Wilson,Wilson,8/8/2023,49384,12185655,24762
2043,City of Wilson,Wilson,8/4/2023,49384,4646900,9116
2044,City of Wilson,Wilson,8/1/2023,49384,10675551,20633
2045,City of Wilson,Wilson,7/28/2023,49384,9087335,15999
2046,City of Wilson,Wilson,7/26/2023,49384,6179628,11838
2047,City of Wilson,Wilson,7/21/2023,49384,13706116,21621
2048,City of Wilson,Wilson,7/18/2023,49384,5199150,8415
2049,City of Wilson,Wilson,7/14/2023,49384,8457639,14110
2050,City of Wilson,Wilson,7/11/2023,49384,11747139,16568
2051,City of Wilson,Wilson,7/7/2023,49384,6827466,10504
2052,City of Wilson,Wilson,7/4/2023,49384,2543632,4880
2053,City of Wilson,Wilson,6/30/2023,49384,3869166,7040
2054,City of Wilson,Wilson,6/27/2023,49384,165113,0
2055,City of Wilson,Wilson,6/23/2023,49384,971836,0
2056,City of Wilson,Wilson,6/20/2023,49384,674636,0
2057,City of Wilson,Wilson,6/16/2023,49384,1215048,0
2058,City of Wilson,Wilson,6/13/2023,49384,360370,0
2059,City of Wilson,Wilson,6/9/2023,49384,2032594,3391
2060,City of Wilson,Wilson,6/6/2023,49384,172857,0
